Company,File No,Opened,Closed,Coverage,SubCoverage,Reason,SubReason,Disposition,Conclusion,Recovery,Status
"Anthem Health Plans, Inc",{'': 7055367},2023-06-26,2023-07-11,Group,A & H,Claim Handling,Coordination of Benefit,Claim Settled,Claim Paid,1276.2,Closed
"Anthem Health Plans, Inc",{'': 7050920},2023-01-19,2023-03-06,A & H,Health Only,Claim Handling,Unsatisfactory Settlement,Claim Reopened,Claim Paid,811.5,Closed
"Anthem Health Plans, Inc",{'': 7054114},2023-05-09,2023-06-06,A & H,Health Only,Claim Handling,Medical Necessity,Company Position Substantiated,Coverage Denied,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7054150},2023-05-09,2023-06-06,A & H,Health Only,PolicyHolder Service,Involuntary Termination by Plan,Insufficient Information,Furnished Information,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7049887},2022-12-06,2022-12-27,A & H,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Overturned,Coverage Granted,0.0,Reopened
Cigna Health and Life Insurance Company,{'': 7049887},2022-12-06,2022-12-27,Group,A & H,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Overturned,Coverage Granted,0.0,Reopened
"Anthem Health Plans, Inc",{'': 7055367},2023-06-26,2023-07-11,Group,Health Only,Claim Handling,Coordination of Benefits,Claim Settled,Claim Paid,1276.2,Closed
"Anthem Health Plans, Inc",{'': 7055367},2023-06-26,2023-07-11,A & H,A & H,Claim Handling,Coordination of Benefit,Claim Settled,Claim Paid,1276.2,Closed
"Anthem Health Plans, Inc",{'': 7054037},2023-05-04,2023-06-07,A & H,Health Only,PolicyHolder Service,Credentialing Delay,Company Position Substantiated,Provider Issue,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054037},2023-05-04,2023-06-07,A & H,A & H,PolicyHolder Service,Credentialing Delay,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7055367},2023-06-26,2023-07-11,A & H,A & H,Claim Handling,Coordination of Benefits,Claim Settled,Claim Paid,1276.2,Closed
"Anthem Health Plans, Inc",{'': 7054037},2023-05-04,2023-06-07,A & H,A & H,Claim Handling,Provider Contract Issue,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7051771},2023-02-15,2023-03-07,Individual,Health Only,Marketing & Sales,Health Privacy,Compromised Settlement/Resolution,Satisfactory Explanation,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7053350},2023-04-12,2023-06-07,Group,Health Only,Claim Handling,Claim Delay,Claim Settled,Claim Paid,153.85,Closed
UnitedHealthcare Insurance Company,{'': 7053350},2023-04-12,2023-06-07,A & H,A & H,Claim Handling,Claim Delays,Claim Settled,Claim Paid,153.85,Closed
"Anthem Health Plans, Inc",{'': 7051771},2023-02-15,2023-03-07,Individual,A & H,Marketing & Sales,Health Privacy,Compromised Settlement/Resolution,Satisfactory Explanation,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054037},2023-05-04,2023-06-07,A & H,A & H,PolicyHolder Service,No Response,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054037},2023-05-04,2023-06-07,A & H,A & H,PolicyHolder Service,Credentialing Delay,Company Position Substantiated,Provider Issue,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7053350},2023-04-12,2023-06-07,A & H,A & H,Claim Handling,Claim Delay,Claim Settled,Claim Paid,153.85,Closed
State Farm Fire & Casualty Company,{'': 7005994},2021-10-07,2021-11-29,Homeowners,Homeowners,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054037},2023-05-04,2023-06-07,A & H,A & H,Claim Handling,Provider Contract Issue,Company Position Substantiated,Provider Issue,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054037},2023-05-04,2023-06-07,A & H,Health Only,Claim Handling,Provider Contract Issue,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054037},2023-05-04,2023-06-07,A & H,Health Only,PolicyHolder Service,No Response,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7051771},2023-02-15,2023-03-07,A & H,A & H,Marketing & Sales,Health Privacy,Compromised Settlement/Resolution,Satisfactory Explanation,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7053350},2023-04-12,2023-06-07,A & H,Health Only,Claim Handling,Claim Delay,Claim Settled,Claim Paid,153.85,Closed
Cigna Health and Life Insurance Company,{'': 7049887},2022-12-06,2022-12-27,A & H,Health Only,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Reopened
"Anthem Health Plans, Inc",{'': 7054037},2023-05-04,2023-06-07,A & H,Health Only,Claim Handling,Provider Contract Issue,Company Position Substantiated,Provider Issue,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7049887},2022-12-06,2022-12-27,Group,Health Only,Claim Handling,UR MEDICALLY NECESSARY DENIAL,Company Position Overturned,Coverage Granted,0.0,Reopened
"Anthem Health Plans, Inc",{'': 7054037},2023-05-04,2023-06-07,A & H,Health Only,PolicyHolder Service,Credentialing Delay,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7055367},2023-06-26,2023-07-11,Group,A & H,Claim Handling,Coordination of Benefits,Claim Settled,Claim Paid,1276.2,Closed
"Anthem Health Plans, Inc",{'': 7054037},2023-05-04,2023-06-07,A & H,Health Only,PolicyHolder Service,No Response,Company Position Substantiated,Provider Issue,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7053350},2023-04-12,2023-06-07,Group,A & H,Claim Handling,Claim Delay,Claim Settled,Claim Paid,153.85,Closed
"Anthem Health Plans, Inc",{'': 7051771},2023-02-15,2023-03-07,A & H,Health Only,Marketing & Sales,Health Privacy,Compromised Settlement/Resolution,Satisfactory Explanation,0.0,Closed
"Anthem Health Plans, Inc",{'': 7055367},2023-06-26,2023-07-11,A & H,Health Only,Claim Handling,Coordination of Benefits,Claim Settled,Claim Paid,1276.2,Closed
UnitedHealthcare Insurance Company,{'': 7053350},2023-04-12,2023-06-07,Group,A & H,Claim Handling,Claim Delays,Claim Settled,Claim Paid,153.85,Closed
UnitedHealthcare Insurance Company,{'': 7053350},2023-04-12,2023-06-07,A & H,Health Only,Claim Handling,Claim Delays,Claim Settled,Claim Paid,153.85,Closed
UnitedHealthcare Insurance Company,{'': 7053350},2023-04-12,2023-06-07,Group,Health Only,Claim Handling,Claim Delays,Claim Settled,Claim Paid,153.85,Closed
State Farm Mutual Automobile Insurance Company,{'': 7050195},2022-12-18,2023-01-18,Individual Private Passenger,Collision,Underwriting,Nonrenewal,Company Position Substantiated,Non-Renewal Upheld,0.0,Closed
State Farm Mutual Automobile Insurance Company,{'': 7044959},2022-05-06,2022-06-28,Individual Private Passenger,Collision,Claim Handling,Adjuster Handling,Company Position Overturned,Corrective Action,400.0,Closed
"Anthem Health Plans, Inc",{'': 7052066},2023-02-27,2023-03-15,A & H,Health Only,Claim Handling,Claim Denial,Claim Settled,Claim Paid With Interest,547.88,Closed
Cigna Health and Life Insurance Company,{'': 7049887},2022-12-06,2022-12-27,A & H,A & H,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Reopened
"Anthem Health Plans, Inc",{'': 7051328},2023-02-01,2023-02-07,Group,Health Only,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Closed
"Anthem Health Plans, Inc",{'': 7047069},2022-08-08,2022-08-10,Group,Health Only,Claim Handling,Medical Necessity Denial,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054037},2023-05-04,2023-06-07,A & H,A & H,PolicyHolder Service,No Response,Company Position Substantiated,Provider Issue,0.0,Closed
State Farm Fire & Casualty Company,{'': 7050063},2022-12-12,2023-03-02,Condo/Townhome,Back up Sewer/Sump Pump,Claim Handling,Claim Denial,Company Position Overturned,Justified,9000.0,Closed
"Anthem Health Plans, Inc",{'': 7054716},2023-05-30,2023-06-08,A & H,Health Only,Claim Handling,"Co-pay, Deductible, and Co-Insurance Issues",Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054716},2023-05-30,2023-06-08,Group,A & H,Claim Handling,Unsatisfactory Settlement/Offer,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7049299},2022-11-10,2022-11-29,Group,Health Only,Claim Handling,Claim Denial,Claim Settled,Interest Paid,173.39,Closed
Cigna Health and Life Insurance Company,{'': 7049887},2022-12-06,2022-12-27,Group,A & H,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Reopened
Cigna Health and Life Insurance Company,{'': 7047379},2022-08-19,2022-09-20,Group,A & H,Claim Handling,Claim Denial,Claim Settled,Coverage Granted,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7045389},2022-05-20,2022-06-06,Group,Health Only,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Closed
"Oxford Health Plans (CT), Inc",{'': 7041245},2021-12-02,2022-01-07,Group,Health Only,Claim Handling,Claim Denial,Claim Settled,Claim Paid With Interest,34860.19,Closed
Cigna Health and Life Insurance Company,{'': 7047379},2022-08-19,2022-09-20,A & H,Dental,Claim Handling,Claim Denial,Claim Settled,Coverage Granted,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054716},2023-05-30,2023-06-08,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
GEICO General Insurance Company,{'': 7006203},2021-10-12,2022-02-22,Individual Private Passenger,Liability,Claim Handling,Diminished Value,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7055367},2023-06-26,2023-07-11,A & H,Health Only,Claim Handling,Coordination of Benefit,Claim Settled,Claim Paid,1276.2,Closed
Progressive Direct Insurance Company,{'': 7047465},2022-08-24,2022-09-22,Individual Private Passenger,Collision,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7049600},2022-11-21,2023-01-04,A & H,A & H,Claim Handling,Claim Delay,Claim Settled,Claim Paid With Interest,152.73,Closed
"Anthem Health Plans, Inc",{'': 7054716},2023-05-30,2023-06-08,A & H,A & H,Claim Handling,Unsatisfactory Settlement,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
GEICO General Insurance Company,{'': 7048347},2022-10-02,2022-10-25,Individual Private Passenger,Collision,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7052385},2023-03-08,2023-07-11,A & H,A & H,Claim Handling,Provider Contract Issue,Claim Settled,Claim Paid With Interest,0.0,Reopened
Allstate Fire and Casualty Insurance Company,{'': 7002871},2020-07-17,2020-08-12,Individual Private Passenger,Physical Damage,Claim Handling,Claim Procedure,Question of Fact/Contract/Provision/Legal Issue,Unjustified,0.0,Closed
GEICO General Insurance Company,{'': 7049681},2022-11-26,2022-12-14,Individual Private Passenger,Liability,Claim Handling,Loss of Use,Compromised Settlement/Resolution,Claim Paid,1294.08,Closed
Allstate Fire and Casualty Insurance Company,{'': 7051084},2023-01-23,2023-02-15,Individual Private Passenger,Collision,Claim Handling,Claim Procedure,Company Position Substantiated,Company Position Upheld,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7041150},2021-11-26,2022-01-03,Group,A & H,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7051178},2023-01-26,2023-03-10,A & H,Health Only,Claim Handling,Claim Delays,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
State Farm Fire & Casualty Company,{'': 7015863},2018-04-04,2018-05-02,Homeowners,Homeowners,Claim Handling,Claim Denial,Company Position Substantiated,Justified,0.0,Closed
Allstate Fire and Casualty Insurance Company,{'': 7002871},2020-07-17,2020-08-12,Individual Private Passenger,Physical Damage,Claim Handling,Claim Procedure,Company Position Substantiated,Refer To Appraisal,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054716},2023-05-30,2023-06-08,Group,A & H,Claim Handling,"Co-pay, Deductible, and Co-Insurance Issues",Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7045327},2022-05-18,2022-06-10,Group,A & H,Claim Handling,Claim Delay,Claim Settled,Voluntary Reconsideration,231.0,Closed
"Anthem Health Plans, Inc",{'': 7055306},2023-06-22,2023-07-06,A & H,A & H,Claim Handling,Claim Denial,Claim Settled,Claim Paid With Interest,287.78,Closed
"Anthem Health Plans, Inc",{'': 7054716},2023-05-30,2023-06-08,Group,A & H,Claim Handling,Unsatisfactory Settlement,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054716},2023-05-30,2023-06-08,Group,Health Only,Claim Handling,Unsatisfactory Settlement,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054716},2023-05-30,2023-06-08,A & H,A & H,Claim Handling,"Co-pay, Deductible, and Co-Insurance Issues",Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7055306},2023-06-22,2023-07-06,Individual,Health Only,Claim Handling,Denial,Claim Settled,Claim Paid With Interest,287.78,Closed
"ConnectiCare Benefits, Inc.",{'': 7043346},2022-02-25,2022-07-20,A & H,Health Only,Claim Handling,Unsatisfactory Settlement,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054716},2023-05-30,2023-06-08,A & H,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
Allstate Fire and Casualty Insurance Company,{'': 7049615},2022-11-22,2023-01-31,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7041480},2021-12-15,2022-01-03,A & H,Dental,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7050317},2022-12-22,2023-01-10,Individual,A & H,Claim Handling,Unsatisfactory Settlement,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"ConnectiCare Insurance Company, Inc",{'': 7042129},2022-01-17,2022-02-14,Group,A & H,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7045365},2022-05-19,2022-08-12,Group,Health Only,Claim Handling,Medical Necessity Denial,Company Position Substantiated,Company Position Upheld,0.0,Closed
Cigna Health and Life Insurance Company,{'': 7043036},2022-02-15,2022-05-10,Group,Health Only,Claim Handling,Medical Necessity Denial,Company Position Substantiated,Company Position Upheld,0.0,Closed
"Anthem Health Plans, Inc",{'': 7055306},2023-06-22,2023-07-06,Individual,Health Only,Claim Handling,Claim Denial,Claim Settled,Claim Paid With Interest,287.78,Closed
"Anthem Health Plans, Inc",{'': 7054716},2023-05-30,2023-06-08,A & H,A & H,Claim Handling,Unsatisfactory Settlement/Offer,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7054716},2023-05-30,2023-06-08,A & H,Health Only,Claim Handling,Unsatisfactory Settlement,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7052385},2023-03-08,2023-07-11,A & H,Health Only,PolicyHolder Service,Credentialing Delay,Claim Settled,Claim Paid With Interest,0.0,Reopened
"Anthem Health Plans, Inc",{'': 7052385},2023-03-08,2023-07-11,A & H,Health Only,PolicyHolder Service,Credentialing Delay,Claim Settled,Provider Issue,0.0,Reopened
"Anthem Health Plans, Inc",{'': 7054716},2023-05-30,2023-06-08,Group,Health Only,Claim Handling,"Co-pay, Deductible, and Co-Insurance Issues",Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0.0,Closed
"Anthem Health Plans, Inc",{'': 7051328},2023-02-01,2023-02-07,A & H,Health Only,Claim Handling,Medical Necessity Denial,Company Position Overturned,Coverage Granted,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7049098},2022-11-02,2022-11-17,Group,A & H,Claim Handling,Medical Necessity Denial,Company Position Substantiated,Contract Provision,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7046920},2022-07-31,2022-09-07,A & H,Health Only,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0.0,Closed
UnitedHealthcare Insurance Company,{'': 7046920},2022-07-31,2022-09-07,A & H,A & H,Claim Handling,Denial,Company Position Substantiated,Company Position Upheld,0.0,Closed
"ConnectiCare Benefits, Inc.",{'': 7049253},2022-11-08,2022-12-05,Individual,Health Only,Claim Handling,Claim Denial,Claim Settled,Claim Paid,0.0,Closed
"Anthem Health Plans, Inc",{'': 7055306},2023-06-22,2023-07-06,A & H,Health Only,Claim Handling,Denial,Claim Settled,Claim Paid With Interest,287.78,Closed
"Anthem Health Plans, Inc",{'': 7055306},2023-06-22,2023-07-06,Individual,A & H,Claim Handling,Claim Denial,Claim Settled,Claim Paid With Interest,287.78,Closed
Cigna Health and Life Insurance Company,{'': 7048364},2022-10-03,2022-10-19,A & H,A & H,Claim Handling,Medical Necessity Denial,Claim Settled,Claim Paid,3387.39,Closed
"ConnectiCare Insurance Company, Inc",{'': 7041107},2021-11-23,2021-12-22,A & H,Health Only,Claim Handling,Claim Denial,Claim Settled,Claim Paid,0.0,Closed
